owner	sequence	script_name	native_kind	android_arm64	android_armv7	ios_arm64	ios_armv7	registration_status	body_status	evidence_report	notes
Player	21	syncActive	RW_PROPERTY	name=0x14D63F2; publish=0x6D4760; callbacks=0x6D6A74|0x6D6A6C	name=0xD85D00; publish=0x598124; callbacks=0x598EBE|0x598EC4	name=0x10195CAF4; publish=0x100124868; callbacks=0x1001255B0|0x1001255B8	name=0x174EE58; publish=0x123B70; callbacks=0x1247B6|0x1247BC	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	22	tickCount	RW_PROPERTY	name=0x14D6408; publish=0x6D47D8; callbacks=0x6D6AA0|0x6D6A80	name=0xD85D16; publish=0x598142; callbacks=0x598ED0|0x598F00	name=0x10195CB0A; publish=0x100124894; callbacks=0x1001255C0|0x1001255E0	name=0x174EE6E; publish=0x123B9A; callbacks=0x1247C4|0x1247F0	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	23	frameTickCount	RW_PROPERTY	name=0x14D641C; publish=0x6D4850; callbacks=0x6BE2D4|0x6D6AE0	name=0xD85D2A; publish=0x598160; callbacks=0x598F68|0x58A490	name=0x10195CB1E; publish=0x1001248C0; callbacks=0x100125620|0x1001138E8	name=0x174EE82; publish=0x123BC4; callbacks=0x12484C|0x1112EC	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	24	cameraActive	RW_PROPERTY	name=0x14D643A; publish=0x6D48C8; callbacks=0x6D6AF0|0x6D6AE8	name=0xD85D48; publish=0x59817E; callbacks=0x598F72|0x598F78	name=0x10195CB3C; publish=0x1001248EC; callbacks=0x100125628|0x100125630	name=0x174EEA0; publish=0x123BEE; callbacks=0x124856|0x12485C	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	25	stereovisionActive	RW_PROPERTY	name=0x14D6454; publish=0x6D4940; callbacks=0x6D6B04|0x6D6AFC	name=0xD85D62; publish=0x59819C; callbacks=0x598F7E|0x598F84	name=0x10195CB56; publish=0x100124918; callbacks=0x100125638|0x100125640	name=0x174EEBA; publish=0x123C18; callbacks=0x124862|0x124868	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	26	outline	RW_PROPERTY	name=0x14D3E7A; publish=0x6D49B8; callbacks=0x6D6B1C|0x6D6B10	name=0xD84830; publish=0x5981BA; callbacks=0x598F8A|0x598F98	name=0x10195CB7C; publish=0x100124944; callbacks=0x100125648|0x100125654	name=0x174EEE0; publish=0x123C42; callbacks=0x12486E|0x12487C	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	27	meshline	RW_PROPERTY	name=0x14D647A; publish=0x6D4A30; callbacks=0x6D6B30|0x6D6B24	name=0xD85D88; publish=0x5981D8; callbacks=0x598FA0|0x598FAE	name=0x10195CB8C; publish=0x100124970; callbacks=0x10012565C|0x100125668	name=0x174EEF0; publish=0x123C6C; callbacks=0x124884|0x124892	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	28	maskMode	RW_PROPERTY	name=0x14BE7EE; publish=0x6D4AA8; callbacks=0x6D6B38|0x6D6B40	name=0xD76666; publish=0x5981F6; callbacks=0x598FB6|0x598FBC	name=0x10195CB9E; publish=0x10012499C; callbacks=0x100125670|0x100125678	name=0x174EF02; publish=0x123C96; callbacks=0x12489A|0x1248A0	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	29	colorWeight	RW_PROPERTY	name=0x14D648C; publish=0x6D4B28; callbacks=0x6CAB04|0x6CAAF0	name=0xD85D9A; publish=0x598214; callbacks=0x5928F4|0x59290C	name=0x10195CBB0; publish=0x1001249C8; callbacks=0x10011D4E4|0x10011D4F8	name=0x174EF14; publish=0x123CC0; callbacks=0x11BE94|0x11BEAC	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_player_child_visitor_exception_frontiers_four_binary_2026-08-27.md	
Player	30	independentLayerInherit	RW_PROPERTY	name=0x14D64A4; publish=0x6D4BA0; callbacks=0x6D6B48|0x6C9DB4	name=0xD85DB2; publish=0x598232; callbacks=0x598FC2|0x5921E8	name=0x10195CBC8; publish=0x1001249F4; callbacks=0x100125680|0x10011CB18	name=0x174EF2C; publish=0x123CEA; callbacks=0x1248A6|0x11B498	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_player_child_visitor_exception_frontiers_four_binary_2026-08-27.md	
Player	31	transformOrder	RW_PROPERTY	name=0x14D5E14; publish=0x6D4C18; callbacks=0x6C9568|0x6C96A4	name=0xD85850; publish=0x598250; callbacks=0x591F98|0x59202C	name=0x10195C336; publish=0x100124A20; callbacks=0x10011C83C|0x10011C8E8	name=0x174E69A; publish=0x123D14; callbacks=0x11B0A0|0x11B194	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	32	coordinate	RW_PROPERTY	name=0x14D5DAE; publish=0x6D4C90; callbacks=0x6D6B50|0x6B1D60	name=0xD85802; publish=0x59826E; callbacks=0x598FC8|0x5817AC	name=0x10195C2BC; publish=0x100124A4C; callbacks=0x100125688|0x100109170	name=0x174E620; publish=0x123D3E; callbacks=0x1248AC|0x10699C	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	33	zFactor	RW_PROPERTY	name=0x14D64D4; publish=0x6D4D08; callbacks=0x6B1D6C|0x6D6B5C	name=0xD85DE2; publish=0x59828C; callbacks=0x598FD0|0x5817B4	name=0x10195CBF8; publish=0x100124A78; callbacks=0x1001256B0|0x100109198	name=0x174EF5C; publish=0x123D68; callbacks=0x1248D2|0x1069C4	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_player_child_visitor_exception_frontiers_four_binary_2026-08-27.md	
Player	34	cameraTarget	RO_PROPERTY	name=0x14D64E4; publish=0x6D4D6C; callbacks=0x6C9AF4	name=0xD85DF2; publish=0x5982A6; callbacks=0x592100	name=0x10195CC08; publish=0x100124AA0; callbacks=0x10011CA20	name=0x174EF6C; publish=0x123D8A; callbacks=0x11B2E8	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_tjs_array_dictionary_exception_frontiers_four_binary_2026-08-27.md	
Player	35	cameraPosition	RO_PROPERTY	name=0x14D64FE; publish=0x6D4DD0; callbacks=0x6C9C54	name=0xD85E0C; publish=0x5982C0; callbacks=0x592174	name=0x10195CC22; publish=0x100124AC8; callbacks=0x10011CA9C	name=0x174EF86; publish=0x123DAC; callbacks=0x11B3C0	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_tjs_array_dictionary_exception_frontiers_four_binary_2026-08-27.md	
Player	36	cameraFOV	RO_PROPERTY	name=0x14D651C; publish=0x6D4E34; callbacks=0x6D6B64	name=0xD85E2A; publish=0x5982DA; callbacks=0x598FDA	name=0x10195CC40; publish=0x100124AF0; callbacks=0x1001256B8	name=0x174EFA4; publish=0x123DCE; callbacks=0x1248DC	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	37	cameraAlive	RO_PROPERTY	name=0x14D6530; publish=0x6D4EA0; callbacks=0x6D6B6C	name=0xD85E3E; publish=0x5982F4; callbacks=0x598FE4	name=0x10195CC54; publish=0x100124B18; callbacks=0x1001256C0	name=0x174EFB8; publish=0x123DF0; callbacks=0x1248E6	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	38	bounds	RO_PROPERTY	name=0x14C178A; publish=0x6D4F04; callbacks=0x6C9E64	name=0xD7810C; publish=0x59830E; callbacks=0x59226C	name=0x10195CC6C; publish=0x100124B40; callbacks=0x10011CBD4	name=0x174EFD0; publish=0x123E12; callbacks=0x11B53C	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_tjs_array_dictionary_exception_frontiers_four_binary_2026-08-27.md	
Player	39	playing	RO_PROPERTY	name=0x14D654E; publish=0x6D4F68; callbacks=0x6D6B74	name=0xD85E5C; publish=0x598328; callbacks=0x598FEA	name=0x10195CC7A; publish=0x100124B68; callbacks=0x1001256C8	name=0x174EFDE; publish=0x123E34; callbacks=0x1248EC	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	40	allplaying	RO_PROPERTY	name=0x14D6548; publish=0x6D4FCC; callbacks=0x6CA214	name=0xD85E56; publish=0x598342; callbacks=0x5924EC	name=0x10195CC8A; publish=0x100124B90; callbacks=0x10011CEA4	name=0x174EFEE; publish=0x123E56; callbacks=0x11B8C4	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	41	syncWaiting	RO_PROPERTY	name=0x14D655E; publish=0x6D5030; callbacks=0x6D6B7C	name=0xD85E6C; publish=0x59835C; callbacks=0x598FF0	name=0x10195CCA0; publish=0x100124BB8; callbacks=0x1001256D0	name=0x174F004; publish=0x123E78; callbacks=0x1248F2	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	42	frameLastTime	RO_PROPERTY	name=0x14D3E9E; publish=0x6D5094; callbacks=0x6D6B84	name=0xD84854; publish=0x598376; callbacks=0x598FF6	name=0x10195CCB8; publish=0x100124BE0; callbacks=0x1001256D8	name=0x174F01C; publish=0x123E9A; callbacks=0x1248F8	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	43	frameLoopTime	RO_PROPERTY	name=0x14D3EBA; publish=0x6D50F8; callbacks=0x6D6B8C	name=0xD84870; publish=0x598390; callbacks=0x599000	name=0x10195CCD4; publish=0x100124C08; callbacks=0x1001256E0	name=0x174F038; publish=0x123EBC; callbacks=0x124902	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	44	hasCamera	RO_PROPERTY	name=0x14D6576; publish=0x6D515C; callbacks=0x6CA378	name=0xD85E84; publish=0x5983AA; callbacks=0x5925E0	name=0x10195CCF0; publish=0x100124C30; callbacks=0x10011CFA8	name=0x174F054; publish=0x123EDE; callbacks=0x11B972	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	45	angleDeg	RW_PROPERTY	name=0x14D53A8; publish=0x6D51D4; callbacks=0x6BE364|0x6BEB60	name=0xD84F40; publish=0x5983C8; callbacks=0x58AB30|0x58A540	name=0x10195B6CE; publish=0x100124C5C; callbacks=0x10011408C|0x1001139C8	name=0x174DA32; publish=0x123F08; callbacks=0x111ABC|0x1113DC	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	46	angleRad	RW_PROPERTY	name=0x14D53BA; publish=0x6D524C; callbacks=0x6CA4A0|0x6CA4CC	name=0xD84F52; publish=0x5983E6; callbacks=0x5926F0|0x592720	name=0x10195B6E0; publish=0x100124C88; callbacks=0x10011D208|0x10011D250	name=0x174DA44; publish=0x123F32; callbacks=0x11BB9C|0x11BBE8	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	47	setCoord	METHOD	name=0x14BE79A; publish=0x6D5268; callbacks=0x6CA3D8	name=0xD76612; publish=0x5983FC; callbacks=0x592620	name=0x10195CD04; publish=0x100124CA8; callbacks=0x10011D060	name=0x174F068; publish=0x123F50; callbacks=0x11BA0C	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	48	x	RW_PROPERTY	name=0x1507F7E; publish=0x6D52F8; callbacks=0x6D6C88|0x6CA408	name=0x598AE0; publish=0x59841C; callbacks=0x59900A|0x592662	name=0x10195B28E; publish=0x100124CDC; callbacks=0x1001256E8|0x10011D0BC	name=0x174D5F2; publish=0x123F7C; callbacks=0x12490C|0x11BA76	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	49	y	RW_PROPERTY	name=0x1507F98; publish=0x6D5370; callbacks=0x6D6C94|0x6CA428	name=0x598AEC; publish=0x59843C; callbacks=0x59901C|0x592688	name=0x10195B292; publish=0x100124D10; callbacks=0x100125710|0x10011D104	name=0x174D5F6; publish=0x123FAA; callbacks=0x12493C|0x11BABC	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	50	left	RW_PROPERTY	name=0x14D6F9A; publish=0x6D53D8; callbacks=0x6D6C88|0x6CA408	name=0xD75FD2; publish=0x598452; callbacks=0x59900A|0x592662	name=0x10195B61C; publish=0x100124D34; callbacks=0x1001256E8|0x10011D0BC	name=0x174D980; publish=0x123FCC; callbacks=0x12490C|0x11BA76	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	51	top	RW_PROPERTY	name=0x14CD548; publish=0x6D5440; callbacks=0x6D6C94|0x6CA428	name=0xD7F6C6; publish=0x598468; callbacks=0x59901C|0x592688	name=0x10195B626; publish=0x100124D58; callbacks=0x100125710|0x10011D104	name=0x174D98A; publish=0x123FE6; callbacks=0x12493C|0x11BABC	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	52	setFlip	METHOD	name=0x14D658A; publish=0x6D54B8; callbacks=0x6BE2FC	name=0xD85E98; publish=0x59847E; callbacks=0x58A4D8	name=0x10195CD16; publish=0x100124D78; callbacks=0x100113910	name=0x174F07A; publish=0x124004; callbacks=0x111326	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	53	flipX	RW_PROPERTY	name=0x14D5378; publish=0x6D5538; callbacks=0x6CA448|0x6D6CA0	name=0xD84F10; publish=0x59849C; callbacks=0x59902E|0x5926AE	name=0x10195B69E; publish=0x100124DA4; callbacks=0x100125738|0x10011D14C	name=0x174DA02; publish=0x12402E; callbacks=0x12496C|0x11BB02	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	54	flipY	RW_PROPERTY	name=0x14D5384; publish=0x6D55B0; callbacks=0x6CA46C|0x6D6CAC	name=0xD84F1C; publish=0x5984BA; callbacks=0x599038|0x5926C6	name=0x10195B6AA; publish=0x100124DD0; callbacks=0x100125760|0x10011D194	name=0x174DA0E; publish=0x124058; callbacks=0x124994|0x11BB3A	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	55	setOpacity	METHOD	name=0x14D659A; publish=0x6D5620; callbacks=0x6BE408	name=0xD85EA8; publish=0x5984D2; callbacks=0x58A60A	name=0x10195CD26; publish=0x100124DF4; callbacks=0x100113AC0	name=0x174F08A; publish=0x124078; callbacks=0x1114E6	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	56	opacity	RW_PROPERTY	name=0x14BE734; publish=0x6D5698; callbacks=0x6D6CB8	name=0xD84F80; publish=0x5984EC; callbacks=0x599042|0x58A60A	name=0x10195B70E; publish=0x100124E1C; callbacks=0x100125788|0x100113AC0	name=0x174DA72; publish=0x12409A; callbacks=0x1249BC|0x1114E6	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	57	setVisible	METHOD	name=0x14D65B0; publish=0x6D5708; callbacks=0x6BE428	name=0xD85EBE; publish=0x598504; callbacks=0x58A622	name=0x10195CD3C; publish=0x100124E40; callbacks=0x100113B08	name=0x174F0A0; publish=0x1240BA; callbacks=0x11151E	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	58	visible	RW_PROPERTY	name=0x15187D2; publish=0x6D5778; callbacks=0x6D6CC4	name=0xDBDBC0; publish=0x59851E; callbacks=0x59904C|0x58A622	name=0x10195B658; publish=0x100124E68; callbacks=0x1001257B0|0x100113B08	name=0x174D9BC; publish=0x1240DC; callbacks=0x1249E4|0x11151E	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	59	setSlant	METHOD	name=0x14D65C6; publish=0x6D5794; callbacks=0x6BE3D8	name=0xD85ED4; publish=0x598534; callbacks=0x58A5C8	name=0x10195CD52; publish=0x100124E88; callbacks=0x100113A64	name=0x174F0B6; publish=0x1240FA; callbacks=0x11147C	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	60	slantX	RW_PROPERTY	name=0x14D53CC; publish=0x6D5824; callbacks=0x6CE73C|0x6D6CD0	name=0xD84F64; publish=0x598552; callbacks=0x599056|0x594884	name=0x10195B6F2; publish=0x100124EB4; callbacks=0x1001257D8|0x100120024	name=0x174DA56; publish=0x124124; callbacks=0x124A0C|0x11ED34	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	61	slantY	RW_PROPERTY	name=0x14D53DA; publish=0x6D589C; callbacks=0x6D6CDC|0x6CE75C	name=0xD84F72; publish=0x598570; callbacks=0x599068|0x5948AA	name=0x10195B700; publish=0x100124EE0; callbacks=0x100125800|0x10012006C	name=0x174DA64; publish=0x12414E; callbacks=0x124A3C|0x11ED7A	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	62	setZoom	METHOD	name=0x14D65D8; publish=0x6D58B8; callbacks=0x6BE334	name=0x598B5C; publish=0x598584; callbacks=0x58A4FE	name=0x10195CD64; publish=0x100124F00; callbacks=0x10011396C	name=0x174F0C8; publish=0x12416C; callbacks=0x111372	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	63	zoomX	RW_PROPERTY	name=0x14D5390; publish=0x6D5948; callbacks=0x6CE6FC|0x6D6CE8	name=0xD84F28; publish=0x5985A2; callbacks=0x59907A|0x594838	name=0x10195B6B6; publish=0x100124F2C; callbacks=0x100125828|0x10011FF94	name=0x174DA1A; publish=0x124196; callbacks=0x124A6C|0x11ECA8	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	64	zoomY	RW_PROPERTY	name=0x14D539C; publish=0x6D59C0; callbacks=0x6D6CF4|0x6CE71C	name=0xD84F34; publish=0x5985C0; callbacks=0x59908C|0x59485E	name=0x10195B6C2; publish=0x100124F58; callbacks=0x100125850|0x10011FFDC	name=0x174DA26; publish=0x1241C0; callbacks=0x124A9C|0x11ECEE	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	65	useD3D	RW_PROPERTY	name=0x14D65E8; publish=0x6D5A40; callbacks=0x6D6D00|0x6931C0	name=0xD85EE6; publish=0x5985DE; callbacks=0x570F4C|0x59909E	name=0x10195CD74; publish=0x100124F84; callbacks=0x1000F4090|0x100125878	name=0x174F0D8; publish=0x1241EA; callbacks=0xF0BDC|0x124ACC	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	66	pixelateDivision	RW_PROPERTY	name=0x14BE890; publish=0x6D5AC0; callbacks=0x6D6D14|0x6D6D0C	name=0xD766DC; publish=0x5985FC; callbacks=0x5990A4|0x5990AA	name=0x10195CD82; publish=0x100124FB0; callbacks=0x100125880|0x100125888	name=0x174F0E6; publish=0x124214; callbacks=0x124AD2|0x124AD8	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	67	setVariable	RAW_METHOD	name=0x14BEB70; publish=0x6D5B30; callbacks=0x6CE250	name=0xD769A4; publish=0x598610; callbacks=0x594680	name=0x10195CDA4; publish=0x100124FCC; callbacks=0x10011FD04	name=0x174F108; publish=0x124230; callbacks=0x11E978	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	68	getVariable	METHOD	name=0x14BEB88; publish=0x6D5BA0; callbacks=0x6CA77C	name=0xD769BC; publish=0x598626; callbacks=0x592810	name=0x10195CDBC; publish=0x100124FEC; callbacks=0x10011D3D8	name=0x174F120; publish=0x12424E; callbacks=0x11BD50	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	69	modifyRoot	METHOD	name=0x14D3F94; publish=0x6D5BBC; callbacks=0x6CA490	name=0xD8494A; publish=0x59863C; callbacks=0x5926DE	name=0x10195CDD4; publish=0x10012500C; callbacks=0x10011D1DC	name=0x174F138; publish=0x12426C; callbacks=0x11BB72	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_tjs_array_dictionary_exception_frontiers_four_binary_2026-08-27.md	
Player	70	processedMeshVerticesNum	RO_PROPERTY	name=0x14D3EE8; publish=0x6D5C38; callbacks=0x6CE3F8	name=0xD8489E; publish=0x598656; callbacks=0x594710	name=0x10195CDEA; publish=0x100125034; callbacks=0x10011FDA8	name=0x174F14E; publish=0x12428E; callbacks=0x11EA6C	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_player_child_visitor_exception_frontiers_four_binary_2026-08-27.md	
Player	71	getLayerNames	METHOD	name=0x14D65F6; publish=0x6D5CB0; callbacks=0x6CE4C0	name=0xD85EF4; publish=0x59866C; callbacks=0x594798	name=0x10195CE1C; publish=0x100125054; callbacks=0x10011FE88	name=0x174F180; publish=0x1242AC; callbacks=0x11EB7C	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_tjs_array_dictionary_exception_frontiers_four_binary_2026-08-27.md	
Player	72	play	RAW_METHOD	name=0x14BD70A; publish=0x6D5D04; callbacks=0x6CFFE8	name=0xD75F56; publish=0x598680; callbacks=0x59565C	name=0x10195CE38; publish=0x100125070; callbacks=0x1001212C0	name=0x174F19C; publish=0x1242C8; callbacks=0x120050	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	73	progress	RAW_METHOD	name=0x14BEE6C; publish=0x6D5D50; callbacks=0x6CFE78	name=0xD76C48; publish=0x598694; callbacks=0x595598	name=0x10195CE42; publish=0x10012508C; callbacks=0x100121204	name=0x174F1A6; publish=0x1242E4; callbacks=0x11FFB4	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	74	clear	TYPED_DETAIL_METHOD	name=0x14BD6CE; publish=0x6D5DC0; callbacks=0x6D0160	name=0xD767CE; publish=0x5986AA; callbacks=0x595720	name=0x10195BF68; publish=0x1001250AC; callbacks=0x10012139C	name=0x174E2CC; publish=0x124302; callbacks=0x120168	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	75	stop	METHOD	name=0x14BD714; publish=0x6D5DDC; callbacks=0x6D6E10	name=0xD75F60; publish=0x5986C0; callbacks=0x599118	name=0x10195CE54; publish=0x1001250CC; callbacks=0x100125938	name=0x174F1B8; publish=0x124320; callbacks=0x124B2E	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
Player	76	setCameraOffset	METHOD	name=0x14D3F74; publish=0x6D5DF8; callbacks=0x6D6E18	name=0xD8492A; publish=0x5986D6; callbacks=0x599120	name=0x10195CE5E; publish=0x1001250EC; callbacks=0x100125940	name=0x174F1C2; publish=0x12433E; callbacks=0x124B36	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_tjs_array_dictionary_exception_frontiers_four_binary_2026-08-27.md	
Player	77	getCameraOffset	METHOD	name=0x14D3F54; publish=0x6D5E78; callbacks=0x6CDE90	name=0xD8490A; publish=0x5986EC; callbacks=0x59441C	name=0x10195CE7E; publish=0x10012510C; callbacks=0x10011F6EC	name=0x174F1E2; publish=0x12435C; callbacks=0x11E220	EVIDENCED_4_4	IMPLEMENTED	analysis/motionplayer_tjs_array_dictionary_exception_frontiers_four_binary_2026-08-27.md	
Player	78	releaseSyncWait	METHOD	name=0x14D6612; publish=0x6D5E94; callbacks=0x6D6E28	name=0x598BF8; publish=0x598700; callbacks=0x59913A	name=0x10195CE9E; publish=0x10012512C; callbacks=0x100125954	name=0x174F202; publish=0x12437A; callbacks=0x124B54	EVIDENCED_4_4	OUT_OF_SCOPE_FOR_SURFACE_SLICE	analysis/motionplayer_player_ncb_surface_and_constructor_four_binary_2026-08-26.md	
